,Character ID,spells
734,3,[]
735,3,[]
736,3,[]
737,3,[]
738,10,[]
739,10,[]
740,10,[]
741,10,[]
742,10,[]
743,10,[]
744,10,[]
745,10,[]
746,10,[]
747,10,[]
748,10,[]
749,10,[]
750,10,[]
751,10,[]
752,10,[]
753,10,[]
754,10,[]
755,10,[]
756,12,[]
757,12,[]
758,12,[]
759,12,[]
760,12,[]
761,12,[]
762,12,[]
763,12,[]
764,12,[]
765,12,[]
766,12,[]
767,12,[]
768,12,[]
769,128,[]
770,128,[]
771,128,[]
772,128,[]
773,128,[]
774,128,[]
775,128,[]
776,29,[]
777,29,[]
778,29,[]
779,29,[]
780,29,[]
781,29,[]
782,29,[]
783,29,[]
784,37,[]
785,37,[]
786,37,[]
787,37,[]
788,37,[]
789,37,[]
790,37,[]
791,37,[]
792,37,[]
793,47,[]
794,47,[]
795,47,[]
796,47,[]
797,47,[]
798,117,[]
799,134,[]
800,134,[]
801,134,[]
802,134,[]
803,134,[]
804,134,[]
805,134,[]
806,150,[]
807,141,[]
808,6,[]
809,6,[]
810,6,[]
811,6,[]
812,6,[]
813,6,[]
814,6,[]
815,6,[]
816,6,[]
817,6,[]
818,50,[]
819,50,[]
820,50,[]
821,50,[]
822,50,[]
823,50,[]
824,50,[]
825,50,[]
826,50,[]
827,50,[]
828,50,[]
829,50,[]
830,50,[]
831,154,[]
832,154,[]
833,127,[]
834,163,[]
835,35,[]
836,35,[]
837,35,[]
838,35,[]
839,35,[]
840,35,[]
841,136,[]
842,136,[]
843,46,[]
844,46,[]
845,46,[]
846,46,[]
847,46,[]
848,46,[]
849,46,[]
850,46,[]
851,59,[]
852,59,[]
853,59,[]
854,59,[]
855,59,[]
856,52,[]
857,52,[]
858,52,[]
859,52,[]
860,52,[]
861,52,[]
862,52,[]
863,52,[]
864,52,[]
865,165,[]
866,82,[]
867,82,[]
868,164,[]
869,158,[]
870,87,[]
871,87,[]
872,87,[]
873,87,[]
874,87,[]
875,9,[]
876,9,[]
877,9,[]
878,9,[]
879,9,[]
880,9,[]
881,9,[]
882,9,[]
883,9,[]
884,9,[]
